152.102,511.894,174.805,261.679,81.9141,-429.581,-272.017,-404.793,-162.349,-380.394,68.8252,271.03,447.852,-41.9085,-206.17,-20.8799,-382.511,-181.72,397.006,-97.4669,240.377,11.347,453.462,158.908,-223.978,507.315,246.383,273.782,-428.37,318.014
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0499916,-0.0518834,-0.0527117,-0.0567297,-0.0527631,-0.0551446,-0.0555857,-0.0543027,-0.0603516,-0.0504685,-0.0545549,-0.0566633,-0.0571807,-0.061915,-0.054821,-0.0584514,-0.0520617,-0.0541384,-0.0586032,-0.0594182,-0.0513723,-0.0508498,-0.0590981,-0.0497928,-0.0504762,-0.0549099,-0.0538758,-0.0542421,-0.0587253,-0.0530215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.40521,2.20329,-0.364508,-0.956929,-19.8248,14.9984,-78.7896,-49.3671,-27.2654,-30.3213,64.6967,-9.23433,17.3734,-17.5658,21.6971,19.8627,-23.0119,-36.9265,68.0212,-30.6285,44.9379,-38.3941,50.0424,-40.6108,-91.4853,37.1439,-27.7649,57.7339,31.4133,-85.0942
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14.009,-18.9656,-8.99721,-19.9522,2.30694,-8.66969,5.46226,-4.79642,4.2764,14.6926,8.79077,14.7981,-8.82454,12.2616,-6.49509,-2.14843,0.967596,-10.0482,-15.7519,-1.42751,15.6203,-18.9277,-20.7329,-16.1894,11.8248,-16.872,9.2064,28.7043,-13.0496,9.00034
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-236.963,-164.703,260.164,268.418,-412.008,-6.64684,-345.019,-85.6392,242.339,452.796,266.531,-349.538,77.4859,199.126,202.606,-361.801,-132.603,300.962,267.199,-471.132,-343.688,-125.986,-64.9971,-445.599,-323.327,167.79,-398.179,246.902,-265.502,-294.489
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0414,9.58299,-17.757,28.2287,17.2011,21.7623,-2.35794,-12.6518,4.27165,-14.0687,-23.4296,3.11358,17.7363,10.6888,-26.4246,28.3018,14.4418,-8.39818,0.0964874,-17.9397,-9.72259,0.310111,-2.03485,-21.3217,4.59311,9.04368,7.86482,20.0825,19.7749,12.1319
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.5317,-16.1756,4.86365,22.4652,-11.194,17.2025,-10.4908,20.0409,-22.4493,-8.17784,22.7409,19.4193,-5.72611,8.28432,-11.7147,6.63717,-14.3251,-3.47264,8.39574,-11.2913,23.5001,-14.2447,11.9961,-27.9667,27.799,21.8363,5.75311,-22.9968,-20.8784,13.6037
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.37401,1.91667,0.414672,1.8215,-14.5251,-11.3996,-17.6035,-20.8516,0.260603,-0.422832,-0.350624,-0.387468,-0.370499,-0.376426,-0.380344,-0.361059,-0.418756,-7.47461,-8.90896,-0.321427,-0.394203,-0.379779,-0.349808,-0.432098,-0.319659,-1.10886,1.13461,0.997689,-24.8731,21.0995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.0401,-2.03398,0.910689,-0.055,-18.0527,-30.0547,-24.0547,-20.0532,-3.05472,29.9442,-4.03928,0.940898,-16.003,23.9436,2.94341,-11.0489,-20.0524,-3.05244,-9.04781,27.9442,11.94,2.94354,-20.053,-19.053,-6.05111,-9.04936,19.9423,-5.05441,-23.0534,-12.0543
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.9228,-75.3349,-401.715,-408.644,-134.963,63.4977,-140.16,399.222,-174.653,-148.474,400.776,427.911,383.316,333.166,-213.822,-203.093,294.436,378.667,-379.413,-107.33,372.272,117.159,-399.271,343.115,-339.504,251.993,-135.545,430.647,-333.538,212.678
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0639,71.8729,231.998,102.269,359.294,235.745,-500,-192.406,-80.6804,-180.023,-500,52.4045,-275.368,35.0807,143.875,-63.2197,-124.666,-102.557,-35.0401,-291.199,-169.553,473.725,209.36,468.793,159.924,-62.3632,-189.375,-232.222,-421.74,-404.479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-42.3602,-92.5229,-69.9228,-70.8939,-84.0575,54.4347,54.1098,54.4255,-14.0808,-61.3682,96.3666,32.8556,-76.7866,-71.9538,91.2574,-79.836,-9.1427,-18.645,56.4466,-62.8829,41.2102,-79.221,41.9681,95.7114,91.9597,-48.5333,-69.9045,-29.2792,48.5413,-69.9525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.249,1.38069,2.35856,1.58573,2.34059,0.687775,1.47359,0.203104,1.91163,0.183301,1.85329,1.92783,0.430987,0.575191,2.33765,1.25479,2.41765,2.0157,2.45098,0.394208,2.7195,0.915234,2.21495,0.549715,0.809223,2.5768,2.90938,2.3325,1.35397,1.46291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.26395,15.5228,0.473368,-8.93388,-4.83195,-10.9407,9.49327,29.7861,11.4345,0.793108,6.92201,25.9444,-10.1381,-11.4771,12.0863,-3.04307,3.33216,19.1704,15.2524,-2.17428,-16.5577,4.93311,19.5289,3.78101,-0.0534726,-24.3358,-3.5927,-29.869,7.20942,-4.49904
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0541,2.91395,5.23961,0.650681,-66.466,-83.93,-34.9261,6.76671,11.4354,47.4997,-75.5415,-0.247452,79.6722,-6.41513,-10.4387,-31.6601,-5.20925,-10.8611,-96.9418,14.9728,-18.7105,33.6468,36.8267,-56.4821,-0.237689,8.69534,38.7908,20.1816,6.01816,41.1127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.8167,6.10907,32.9915,15.958,0.0802779,46.6528,-7.90054,18.2581,88.6754,44.085,69.8238,20.5001,58.6566,4.88759,-6.69249,11.6195,24.8015,31.7193,100,63.704,34.7081,100,33.1384,52.2416,-8.33078,15.9375,56.3012,24.0461,100,-2.56329
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,60.2216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-72.1383,-26.6345,-43.2874,21.8996,7.71127,66.749,42.782,-37.9051,-22.1376,56.4653,-53.0512,6.43995,28.2354,-28.3582,-0.657189,59.5003,54.6035,-1.43423,2.19975,81.8923,-37.6274,56.2094,-84.3988,-60.1182,-81.3345,28.2395,19.9206,81.2146,22.0616,-77.1613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
