12.058,28.716,0.814
2.15,1.783,3.776
13602.2,47623.3,170847
18.753,131.54,850.817
0.085,0.117,0.412
0.066,0.158,0.247
0.065,0.193,0.244
0.814,9.043,368.024
0.081,0.341,1.653
38.261,14.048,0.466
58.586,114.051,1847.03
0.105,0.173,0.226
0.104,0.19,0.315
0.062,0.118,0.211
139.273,268.579,3530.86
0.089,0.181,0.251
0.486,1.53,3.333
0.051,0.114,0.159
