0,0,567
0,0,562
0,0,59058
0,0,59075
0,0,59198
0,0,59241
0,0,59225
0,0,59214
0,0,59333
0,0,59272
0,0,59291
0,0,59329
0,0,570
0,0,59354
0,0,371479
0,0,371041
0,0,370990
0,0,371147
0,0,371190
0,0,371742
0,0,371507
0,0,372950
0,0,372592
0,0,566
0,0,373286
0,0,566
0,0,566
0,0,570
0,0,566
0,0,569
0,0,562
0,0,570
0,0,565
0,0,566
0,0,567
0,0,565
0,0,570
0,0,568
0,0,570
0,0,569
0,0,567
0,0,568
0,0,568
0,0,566
0,0,568
0,0,3657
0,0,3662
0,0,3641
0,0,3616
0,0,3650
0,0,3661
0,0,3645
0,0,3658
0,0,3662
0,0,564
0,0,3639
0,0,3647
0,0,3657
0,0,3657
0,0,3659
0,0,3662
0,0,3658
0,0,3664
0,0,3663
0,0,3651
0,0,566
0,0,3663
0,0,3664
0,0,3661
0,0,3662
0,0,3667
0,0,3671
0,0,3665
0,0,3667
0,0,3668
0,0,3664
0,0,565
0,0,3664
0,0,14782
0,0,14785
0,0,14802
0,0,14788
0,0,14781
0,0,14797
0,0,14807
0,0,14813
0,0,14811
0,0,564
0,0,14802
0,0,14797
0,0,14817
0,0,14826
0,0,14808
0,0,14815
0,0,14821
0,0,14808
0,0,14792
0,0,14791
0,0,561
0,0,14826
0,0,14811
0,0,14780
0,0,14830
0,0,14715
0,0,14800
0,0,14812
0,0,14820
0,0,14802
0,0,14802
0,0,570
0,0,14719
0,0,59189
0,0,59302
0,0,59187
0,0,59050
0,0,59357
0,0,59192
0,0,59317
0,0,59444
0,0,59137
0,0,28
