558,0,0
562,0,0
59401,0,0
58906,0,0
59106,0,0
59219,0,0
59099,0,0
58971,0,0
58916,0,0
58986,0,0
59048,0,0
59170,0,0
564,0,0
59202,0,0
371362,0,0
371897,0,0
371500,0,0
371772,0,0
371442,0,0
371436,0,0
371245,0,0
370891,0,0
371911,0,0
567,0,0
371341,0,0
563,0,0
570,0,0
569,0,0
569,0,0
566,0,0
565,0,0
570,0,0
566,0,0
565,0,0
570,0,0
567,0,0
566,0,0
567,0,0
562,0,0
565,0,0
569,0,0
567,0,0
568,0,0
565,0,0
568,0,0
3668,0,0
3645,0,0
3644,0,0
3664,0,0
3656,0,0
3650,0,0
3657,0,0
3647,0,0
3642,0,0
569,0,0
3597,0,0
3657,0,0
3665,0,0
3662,0,0
3665,0,0
3668,0,0
3659,0,0
3656,0,0
3659,0,0
3664,0,0
568,0,0
3645,0,0
3663,0,0
3659,0,0
3649,0,0
3648,0,0
3659,0,0
3661,0,0
3655,0,0
3660,0,0
3648,0,0
569,0,0
3651,0,0
14801,0,0
14799,0,0
14801,0,0
14794,0,0
14794,0,0
14796,0,0
14795,0,0
14813,0,0
14782,0,0
562,0,0
14810,0,0
14792,0,0
14815,0,0
14803,0,0
14817,0,0
14812,0,0
14824,0,0
14815,0,0
14799,0,0
14801,0,0
565,0,0
14801,0,0
14749,0,0
14733,0,0
14740,0,0
14717,0,0
14733,0,0
14724,0,0
14749,0,0
14702,0,0
14723,0,0
567,0,0
14661,0,0
59416,0,0
59441,0,0
59253,0,0
59446,0,0
59494,0,0
59382,0,0
59553,0,0
59313,0,0
59426,0,0
30,0,0
