2013.62,5555.85,7653.88,0.03025,0.0605,0.0906481,5.60227e+08,8.51501e+09,2.00842e+10,176498,766458,1.49523e+06,288.056,359.278,733.602,-7.04465,-14.6559,-17.3733,3.14885,6.64758,10.1463,120.937,136.54,121.157,139.728,320.162,534.505,-3287.13,-5702.85,-8703.39,-2454.6,-4899.7,-8107.03,1.91932,4.97202,11.044,-3.32536,-4.3822,-6.02677,-4.86272,-10.2657,-15.6688,2.6986e+08,1.74587e+09,4.95521e+09,4925.59,13344,19259.5,2.71688,5.85248,8.93273,63.8575,431.926,642.473
2292,6520.2,7461.71,0.03025,0.0605,0.09075,1.80185e+09,1.94311e+10,2.46235e+10,157336,818843,1.58514e+06,130.67,484.212,615.193,-6.71494,-12.6862,-19.1704,3.14885,6.64758,10.1463,100.162,81.7859,211.459,148.825,328.122,516.629,-4225.17,-3700.24,-6111.15,-2448.79,-2191.45,-4069.21,1.98326,7.10766,10.6787,-3.19774,-4.32938,-5.53224,-4.86272,-10.2657,-15.6688,3.14551e+08,1.86205e+09,4.87098e+09,4294.55,9194.86,18077.3,2.77223,5.79724,8.90587,148.955,216.408,362.406
2696.99,5354.56,9654,0.03025,0.0530827,0.09075,3.83229e+08,2.04418e+10,3.6215e+10,124056,713829,1.88285e+06,260.782,368.477,546.608,-6.33219,-12.3345,-18.1422,3.14885,6.64758,10.1463,83.8589,51.6807,108.998,159.389,312.486,495.724,-4224.39,-7624.98,-9913.97,-2092.14,-4813.3,-3338.15,2.71702,4.34069,11.864,-2.81454,-3.46487,-7.37759,-4.86272,-10.2657,-15.6688,9.64059e+07,1.03381e+09,4.77581e+09,3495.62,13668.5,14639.8,2.69128,5.88747,8.87095,126.259,479.018,426.912
1816.14,6337.03,9111.2,0.03025,0.0573936,0.0889669,4.35448e+09,1.43927e+10,2.96076e+10,167344,825661,2.10101e+06,182.599,545.341,762.493,-6.50725,-12.8027,-18.0188,3.14885,6.64758,10.1463,72.2064,73.0195,85.5077,150.795,318.613,523.154,-4227.48,-3818.63,-8357.14,-2613.18,-2148.08,-2357.58,2.1388,6.10555,10.9252,-3.56797,-4.18651,-7.66018,-4.86272,-10.2657,-15.6688,1.49462e+08,1.00498e+09,4.70244e+09,2674.13,9248.66,21130.5,2.73092,5.85248,8.93273,178.35,303.24,583.437
2676.38,4931.43,8983.13,0.03025,0.0597635,0.0902162,2.25655e+09,1.15506e+10,3.6402e+10,140425,552177,1.92222e+06,92.9607,458.796,637.208,-7.7841,-11.9489,-18.0283,3.14885,6.64758,10.1463,110.183,173.608,194.629,148.46,315.275,475.665,-3916.15,-8283.55,-6012.91,-1387,-5902.05,-9096.51,1.84489,6.85604,11.3109,-2.99418,-3.88553,-6.4343,-4.86272,-10.2657,-15.6688,1.44102e+08,1.28733e+09,5.88675e+09,4252.61,11384.2,13945.9,2.71924,5.85248,8.93273,103.474,334.693,386.403
2485.56,5556.58,10159.6,0.03025,0.0524646,0.0885205,5.20182e+09,1.91499e+10,2.62507e+10,104784,556531,1.92745e+06,134.585,333.15,619.573,-7.1827,-13.1109,-19.2835,3.14885,6.64758,10.1463,102.32,86.8594,71.2276,138.661,333.088,518.496,-4030.17,-3844.13,-4355.59,-1963.02,-4864.29,-2971.25,1.51447,6.9189,10.3009,-2.7075,-4.07717,-6.41751,-4.86272,-10.2657,-15.6688,2.68443e+08,1.63431e+09,3.4528e+09,3078.07,11858.7,16701.6,2.77223,5.85248,8.93273,102.195,388.842,719.644
1895.09,4781.43,9569.22,0.03025,0.056572,0.090309,1.0418e+10,1.46146e+10,3.05959e+10,120530,622612,1.73427e+06,222.939,433.796,571.601,-5.69533,-12.729,-19.4137,3.14885,6.64758,10.1463,79.2834,203.837,54.2081,138.635,336.072,512.387,-3126.06,-5537.03,-9969.61,-2371.32,-3849.9,-1502.6,2.9585,6.5663,10.3451,-2.78626,-4.15162,-5.18553,-4.86272,-10.2657,-15.6688,6.32316e+06,2.20084e+09,5.77586e+09,4203.66,9714.68,14451.6,2.70264,5.85248,8.93273,89.6735,365.147,652.021
2013.54,5038.4,9064.81,0.0281102,0.0605,0.09075,1.95459e+09,1.1687e+10,3.08968e+10,139171,830241,1.66058e+06,244.095,320.359,644.448,-6.18597,-12.4783,-19.1115,3.14885,6.64758,10.1463,92.847,94.1981,92.0532,152.874,308.88,498.874,-4378.17,-6019.44,-8364.32,-3423.1,-5064,-6969.92,2.66815,7.50886,11.1129,-3.02657,-4.92838,-6.29064,-4.86272,-10.2657,-15.6688,1.27111e+08,5.76291e+08,4.72505e+09,5080.65,12237.7,18050,2.77223,5.72067,8.88395,87.7208,191.314,642.698
2318.36,4209.98,8083.95,0.0282271,0.0599508,0.09075,3.3005e+09,1.79627e+10,3.78159e+10,132419,514041,1.75883e+06,139.027,352.292,372.908,-7.25904,-13.2628,-17.9016,3.14885,6.64758,10.1463,86.3614,117.871,105.054,137.291,335.888,514.022,-3257.08,-5481.17,-7194.63,-2237.83,-2040.22,-4238.75,2.83095,5.97088,11.719,-3.07424,-5.0588,-6.44677,-4.86272,-10.2657,-15.6688,2.93785e+08,1.26496e+09,5.16063e+09,1656.75,11975.4,20251.8,2.77223,5.81106,8.84819,159.497,398.819,388.165
1924.61,6332.66,5409.49,0.03025,0.0595576,0.0872882,1.69327e+09,1.81512e+10,2.7242e+10,195086,589409,1.38122e+06,130.479,311.567,595.952,-6.42968,-12.123,-18.5621,3.14885,6.64758,10.1463,62.5347,119.848,233.043,144.028,289.495,522.339,-4865.97,-9132.34,-5330.97,-2584.15,-5182.81,-7625.95,1.5899,7.3291,11.0466,-3.1035,-4.98682,-5.96013,-4.86272,-10.2657,-15.6688,2.26901e+08,2.24582e+09,3.56648e+09,3699.9,9333.26,13249.8,2.77223,5.85248,8.8641,128.474,275.124,553.008
2463.19,6827.65,7228.63,0.03025,0.0605,0.0819657,1.0523e+09,1.8294e+10,2.33953e+10,123189,543742,1.84717e+06,219.05,519.702,456.806,-6.97731,-15.0528,-18.4479,3.14885,6.64758,10.1463,64.577,216.501,48.0732,135.372,318.87,507.43,-3513.52,-6839.63,-3028.28,-2360.3,-5418.32,-5364.23,2.11889,7.1222,10.9489,-2.48447,-4.47256,-7.06519,-4.86272,-10.2657,-15.6688,2.14778e+08,1.42285e+09,3.59248e+09,3548.37,9182.92,14751.6,2.71577,5.75225,8.93273,100.38,437.026,563.35
1717.69,5008.22,7057.75,0.03025,0.0605,0.09075,2.17976e+09,1.37666e+10,3.38515e+10,186227,777957,1.65327e+06,203.281,365.679,705.462,-7.19974,-12.4112,-17.9621,3.14885,6.64758,10.1463,82.7895,110.925,147.238,146.536,327.905,512.814,-4508.69,-5879.82,-7724.03,-2450.93,-2863.67,-6086.98,2.99779,6.87938,9.1036,-3.46899,-4.76329,-6.08407,-4.86272,-10.2657,-15.6688,1.97603e+08,1.51396e+09,4.38377e+09,7248.04,12562.2,16602.9,2.77223,5.83458,8.93273,119.955,325.552,361.241
2549.13,5063.49,8772.64,0.03025,0.0460037,0.0906456,3.16559e+09,8.8447e+09,4.08331e+10,56875.9,862818,1.74681e+06,187.219,309.868,592.174,-6.10483,-12.1689,-19.0191,3.14885,6.64758,10.1463,80.0426,49.5084,242.883,142.947,333.203,513.757,-4042.29,-3508.15,-10308.6,-2766.35,-2984.09,-3101.26,1.92908,6.75855,11.1951,-3.37284,-6.65954,-6.01968,-4.86272,-10.2657,-15.6688,3.09037e+08,1.79108e+09,4.95658e+09,1836.39,12058,16492.4,2.77223,5.79533,8.91356,161.723,448.229,510.962
1263.37,4853.2,9987.67,0.03025,0.0605,0.0702785,1.78966e+09,1.35338e+10,2.14652e+10,173720,564619,2.16282e+06,222.789,298.384,541.371,-6.77038,-12.4803,-19.89,3.14885,6.64758,10.1463,88.6702,80.4943,158.078,149.467,337.444,510.335,-2990.98,-4507.41,-11140.6,-2145.77,-4912.27,-6743.1,2.25744,7.49478,9.10625,-2.89547,-5.20189,-6.26178,-4.86272,-10.2657,-15.6688,7.73635e+07,6.64981e+08,4.97855e+09,5069.97,5526.03,15296.7,2.77223,5.85248,8.93273,77.448,212.157,379.038
2910.54,6074.17,10524.4,0.03025,0.0605,0.09075,3.20272e+08,9.89578e+09,2.87071e+10,89577.3,747549,1.8446e+06,211.049,373.184,733.562,-7.38341,-13.3492,-19.4713,3.14885,6.64758,10.1463,88.4759,87.9506,162.632,142.885,328.505,526.872,-4687.34,-7692.34,-9325.78,-2553.94,-5063.8,-6089.45,2.98469,5.85268,8.34666,-3.68594,-5.03361,-7.31505,-4.86272,-10.2657,-15.6688,2.09769e+08,1.5173e+09,3.72883e+09,1917.07,9687.65,20119.3,2.72013,5.85248,8.93273,116.952,287.574,418.661
1164.67,5559.13,7889.32,0.0296028,0.0605,0.0893855,3.29954e+09,2.03716e+10,3.30841e+10,134394,652097,1.2585e+06,206.137,466.377,703.882,-6.41907,-12.3838,-21.3359,3.14885,6.64758,10.1463,39.4142,84.8133,76.1064,155.984,312.498,514.574,-4185.04,-2497.64,-11619.5,-2375.26,-5452.32,-8233.96,1.53829,6.15989,11.2358,-2.70667,-5.84046,-5.79635,-4.86272,-10.2657,-15.6688,2.41187e+07,1.69956e+09,5.48068e+09,4108.23,10487.8,25031.8,2.71519,5.799,8.93273,140.545,325.903,494.405
2267.85,4437.25,8951.15,0.0110607,0.0605,0.09075,1.68159e+09,1.87128e+10,3.14551e+10,174640,528889,1.8494e+06,190.84,381.029,630.435,-7.64657,-12.4784,-17.7922,3.14885,6.64758,10.1463,102.641,176.917,115.348,144.396,328.448,478.283,-4025.77,-5180.9,-7481.39,-2991.26,-5404.01,-9124.38,2.06335,6.42254,11.1206,-3.013,-5.30955,-6.50409,-4.86272,-10.2657,-15.6688,1.48748e+08,2.0361e+09,4.85874e+09,5940.62,6919.63,22917.2,2.77223,5.77143,8.90338,83.548,403.738,663.355
