-356.87,-223.006,179.265,-82.6897,147.914,96.0657,-430.048,295.67,266.438,291.891
288.328,-9.51506,502.752,-374.75,-433.828,339.967,-81.097,-174.271,-71.0324,284.158
295.755,283.209,-260.455,-219.914,172.13,151.157,473.937,-390.33,-394.435,-414.375
-7.03777,-236.653,495.762,-427.211,-432.968,6.79357,-100.808,-410.176,-57.9886,-336.125
-415.342,88.8773,-389.347,-117.419,-255.655,28.015,447.987,-220.229,-425.734,314.228
60.5986,137.603,7.6992,-381.596,-428.669,328.807,-43.4871,277.446,409.681,-215.136
154.736,-81.2915,508.631,-180.866,-62.2829,-47.4163,-434.004,46.4895,-212.639,292.579
280.54,-487.46,-425.448,495.676,432.724,-417.699,-169.718,-189.414,-413.743,-262.371
-165.387,-440.108,385.233,-171.829,257.806,292.014,-180.018,320.251,-191.663,-414.546
-328.25,255.165,477.191,310.021,197.328,-445.598,103.528,-446.538,-410.602,335.275
260.571,-401.556,35.1818,-172.842,334.766,-56.9535,-483.697,305.534,-430.073,-441.81
-406.915,-50.0216,-149.371,-125.117,-379.113,-372.32,-432.891,480.06,285.921,-301.169
-32.4478,-42.2829,302.263,-375.595,-457.891,-394.654,-201.528,277.058,-312.571,-407.324
-373.79,-183.573,162.519,149.563,-463.294,249.614,-405.569,448.536,-456.734,273.334
-66.8045,510.602,-439.261,501.563,469.443,92.2732,247.501,277.549,251.793,228.565
-486.253,277.765,-111.406,-422.573,-212.138,-407.925,52.9603,130.946,114.167,-432.331
301.767,467.445,-426.769,-401.452,-284.392,-413.749,362.824,-198.915,-219.326,90.5124
-208.778,510.068,321.627,-338.739,247.815,-499.711,-400.188,-194.585,315.838,-200.991
-388.657,-353.226,-58.1243,-436.321,131.005,334.404,-456.358,8.97576,-190.296,270.461
494.087,285.229,127.975,119.211,288.349,49.7223,500.712,-404.872,-84.8382,-459.358
-420.47,-372.968,-244.995,349.627,8.02764,-178.159,320.135,-479.623,-192.22,368.042
-424.648,-451.738,49.5579,-425.282,170.443,-420.289,-366.257,303.909,416.353,490.211
-202.056,-13.9842,311.202,309.616,288.016,146.355,305.237,-80.9446,-91.7809,-367.981
495.109,55.6439,-431.885,288.477,103.674,312.99,-455.745,357.314,-374.285,-194.153
18.5825,185.588,101.18,-176.048,-167.936,310.02,141.359,293.351,-185.189,-396.942
334.377,509.12,-382.284,-426.968,132.29,330.904,67.5066,-75.6972,-409.379,-168.204
-113.855,306.566,100.715,-397.159,124.181,-62.3649,161.381,-199.319,-394.325,-405.189
-302.337,-441.707,303.178,-217.313,270.811,156.032,-228.045,243.998,321.599,181.384
-122.954,-187.284,467.447,-482.983,-443.491,-219.668,-160.982,286.525,-420.856,-419.598
298.762,-194.753,79.6434,-434.327,481.224,-379.818,477.611,-202.825,-352.818,190.616
0,0,0,0,0,0,0,0,0,0
90.4993,-7.06897,-27.6538,-33.6478,-18.4487,2.98229,15.4554,67.053,-7.29947,29.8571
-5.95686,-4.12823,76.8675,25.4774,8.58912,-60.9151,68.613,25.5825,-63.2847,40.4529
-36.0076,-22.2112,-1.1034,-14.4391,32.574,25.3169,-46.2261,50.3708,-26.5654,-6.72333
0.205534,-64.1215,3.42844,10.2989,-7.06041,-44.5873,-34.6844,45.9863,-92.9928,1.80273
-39.7853,34.1329,10.9306,-14.8077,-8.52687,-18.31,-66.3663,18.2711,-13.2643,45.5931
-28.3445,-64.856,-63.259,-38.72,-52.8534,-21.8919,14.3459,-10.7864,-88.163,9.97859
2.7751,66.0361,-47.7062,1.64877,30.9691,-66.1483,18.2571,57.8258,10.296,42.2223
78.0669,-66.3332,10.3153,-11.0195,25.3981,2.4307,65.6746,-24.8559,71.5246,-28.3331
28.6854,-47.2426,-29.1368,12.542,51.1083,-26.4823,-45.0574,39.0435,-62.7473,-14.2924
4.18649,-42.029,-2.94118,-39.0956,43.8,-64.7199,-23.1294,19.3366,-57.0652,-4.77841
3.30255,-36.9154,-6.52746,33.2206,-63.629,54.512,51.2837,-5.36524,-49.5145,-60.9046
31.4466,-63.1565,-51.6503,31.9782,-8.36901,6.55042,15.4596,-66.544,-39.9456,-46.6632
-31.3085,63.6327,-7.89192,-54.2457,1.71765,-3.54537,25.1716,18.821,74.6756,-59.4844
4.14998,-19.9745,-82.9038,34.8433,-12.1922,16.7316,-30.5006,-4.46908,20.3133,43.3906
4.10369,35.5005,-9.92588,-0.562508,-43.2921,-63.5979,26.3437,-68.964,-20.2311,-16.9997
11.9125,-40.9302,20.9269,-45.7296,-9.44919,0.68288,7.90918,-58.3197,13.7959,-77.9317
-48.7508,55.2226,-50.6547,-8.14883,28.4375,8.32013,-51.2764,-49.9726,10.104,-32.8082
-5.16369,26.6558,-6.55296,-43.9045,-81.2672,43.9251,30.0639,4.21368,-36.6439,65.0132
-54.7982,3.89374,-25.1295,40.5903,-13.6157,-28.605,-65.2067,-43.8102,-46.0857,-1.6375
2.45477,-22.307,-83.7751,-23.2096,-13.6089,-57.1342,-8.09052,-0.722307,-9.16522,-44.3807
57.4183,14.0568,-55.7727,-6.30662,-6.97937,39.577,17.9174,-18.2844,14.1637,-9.88006
-33.8599,47.2009,-61.7487,12.2227,-13.062,55.0135,43.2172,64.8969,-54.0916,43.8808
-62.3984,21.4879,22.9662,-33.3731,38.8997,25.8265,-74.8363,3.70347,58.1741,39.7771
23.4504,39.7148,-28.4413,-34.054,67.3947,-44.4269,0.482702,86.592,56.2254,10.4559
-64.0199,-22.5572,35.9888,38.7082,-18.7039,-26.8046,-82.0233,0.380143,-33.1637,28.5804
-27.3605,71.2985,-16.2205,-40.4768,-57.3458,31.6299,52.0061,9.97522,11.3836,-12.0331
-3.77278,-0.0722163,19.9808,-11.3789,76.6579,-40.3063,70.6103,-51.4268,2.79727,-7.04442
53.5624,-43.9432,-80.6885,65.8545,-27.8122,-36.2201,5.11327,0.0563467,27.0902,42.9743
68.4378,-29.2082,32.138,15.1242,-21.4716,-25.7368,47.9606,-32.5097,-71.2677,54.7854
42.0488,3.3756,-37.1893,-59.7901,-24.0075,-18.6714,-79.5093,29.5716,-43.3204,-3.25819
0,0,0,0,0,0,0,0,0,0
34.9443,-6.44016,38.902,-10.3216,31.7085,2.8369,-19.0986,21.5088,2.03823,-67.5795
8.53789,-25.9177,70.8761,16.0236,-3.94895,-12.5178,50.4852,-59.1463,-69.5715,-90.354
57.7652,2.85704,30.0201,-36.8716,34.013,-44.9012,-31.7438,-16.9109,43.862,30.2823
-42.2051,13.7728,-39.6473,-35.8646,-71.3826,-34.2981,-46.5992,31.8817,-2.30052,-24.3162
-41.1392,71.0975,-25.6737,-45.9995,-15.5435,-66.7762,36.0396,20.3336,-26.6821,-85.1136
-26.8558,-53.3455,-48.1675,23.185,-11.6803,35.4623,-75.6586,-69.8883,0.0718525,-66.7042
65.5335,68.7746,15.7157,41.8138,36.0105,53.0747,42.8949,19.5612,25.1657,82.7465
-54.4382,30.3658,10.5825,42.0036,2.22675,67.2913,13.7131,24.5617,33.931,88.9739
45.2479,-35.4872,38.4172,16.3124,4.52028,-32.7429,62.9465,20.9954,20.6177,-84.1267
