2886.68,6658.73,10615,16166,45207.1,67922.1,5.17517e+08,1.31438e+10,3.20489e+10,146773,768701,1.74541e+06,166.436,303.84,489.262,-5.83051,-12.3225,-17.8786,3.14885,6.64758,10.1463,101.748,289.803,428.84,163.589,343.577,532.504,-2475.32,-2892.06,-3495.77,-1272.16,-1432.04,-1702.62,3.35294,7.82079,11.7326,-3.27726,-4.44961,-7.76303,-4.86272,-10.2657,-15.6688,3.35946e+08,8.99017e+08,5.72683e+09,3809.94,11346.5,17362.3,13060.1,38866.4,65041.8,117.506,390.578,750.174
2531.69,5146.3,9482.39,21398.3,43119.8,64851.2,6.93661e+09,1.71339e+10,3.02734e+10,176855,800389,1.68489e+06,98.8793,483.541,685.65,-6.78606,-13.3961,-17.2353,3.14885,6.64758,10.1463,111.869,270.654,480.631,150.657,350.622,554.693,-1553.02,-1926.87,-3878.14,-1451.68,-1965.04,-3082.95,2.29039,6.22966,11.6827,-2.32437,-5.95119,-5.89736,-4.86272,-10.2657,-15.6688,5.8351e+07,1.16938e+09,3.65452e+09,6199.85,12327,19667.6,10254.9,38976.1,57920.9,118.722,431.548,604.369
2678.08,6380.62,10472.2,9126.6,46287.6,71375.3,2.40849e+09,1.43186e+10,3.49725e+10,141737,714103,1.61281e+06,193.431,429.47,690.229,-6.64381,-12.5674,-18.1257,3.14885,6.64758,10.1463,125.179,284.805,444.7,145.928,358.897,552.647,-2511.61,-2947.59,-3409.94,-1309.93,-1379.73,-2100.67,2.38026,6.6134,11.2462,-3.38087,-4.12366,-5.10433,-4.86272,-10.2657,-15.6688,2.2959e+08,1.54501e+09,6.4989e+09,2957.41,15502.2,17527.3,11649.6,41320.2,63630.4,104.725,332.071,685.022
2928.45,6880.17,10170.6,18236,40384.7,74590.5,4.10318e+09,1.31428e+10,3.39905e+10,138221,794744,1.80972e+06,134.807,366.798,530.038,-6.23992,-11.8633,-18.0663,3.14885,6.64758,10.1463,128.283,207.777,449.96,159.162,363.338,555.818,-1883.06,-2425.62,-3485.85,-753.232,-1705.41,-1758.86,3.19065,6.49514,11.4561,-2.93556,-5.99633,-5.69445,-4.86272,-10.2657,-15.6688,2.35549e+08,1.26479e+09,5.54888e+09,3667.23,9893.7,12792.2,15079.2,32516.2,74011.3,142.242,452.03,669.509
3099.19,6790.63,10275.8,10487.6,43155.1,62083.7,5.56029e+09,1.84075e+10,2.34145e+10,141309,886174,2.15863e+06,195.055,349.01,682.219,-6.90352,-12.1494,-18.5569,3.14885,6.64758,10.1463,131.838,287.514,499.757,161.349,347.753,553.638,-1726.66,-3182.55,-2910.4,-1094.98,-2184.76,-2400.06,3.01904,6.16993,10.795,-2.70339,-5.04636,-6.36892,-4.86272,-10.2657,-15.6688,3.07508e+08,1.98957e+09,4.09696e+09,5258.43,7264.22,21299.2,8601.82,38058.8,68039.2,162.094,354.278,671.682
3260.79,6470.9,10725.1,21977.8,39059.2,68173.7,7.37726e+09,1.18353e+10,3.32499e+10,209671,750460,1.50144e+06,226.318,465.633,840.852,-6.73992,-12.5483,-19.3132,3.14885,6.64758,10.1463,135.449,274.519,436.636,165.875,351.847,550.908,-1920.16,-2340.97,-3362.7,-1272.76,-1658.86,-1383.67,3.00977,7.34167,10.8546,-2.67839,-5.02508,-6.08252,-4.86272,-10.2657,-15.6688,2.04239e+08,2.0738e+09,3.72333e+09,4564.76,13486.1,21454.1,15925.2,42611,67798.8,104.247,424.521,644.259
2784.22,6856.59,9565.84,17547.6,48371.4,65044.1,5.60432e+09,1.64273e+10,2.18286e+10,189189,716029,1.63715e+06,196.919,476.278,571.724,-7.12049,-11.7338,-17.8711,3.14885,6.64758,10.1463,122.582,287.94,486.081,172.678,358.974,555.992,-1367.93,-3565.4,-4334.15,-948.15,-2184.48,-2250.69,2.57029,6.52057,11.5756,-3.02059,-5.55515,-6.38531,-4.86272,-10.2657,-15.6688,2.56151e+08,9.72384e+08,4.04098e+09,4075.21,14566,24991.2,10378.4,32982.4,67024,85.8922,411.321,602.203
2883.45,6445.55,10472,22222.8,34811.5,69987.7,3.44073e+09,1.5699e+10,2.2453e+10,150884,567795,1.79096e+06,125.126,493.72,740.755,-8.34834,-13.4176,-20.0187,3.14885,6.64758,10.1463,118.69,268.837,413.221,138.284,352.984,535.751,-2330.88,-1594.59,-4653.48,-919.399,-1350.04,-2010.12,2.99709,5.32963,10.2914,-2.95829,-4.34769,-6.00982,-4.86272,-10.2657,-15.6688,2.02173e+08,1.97992e+09,3.28277e+09,2784.95,12392.7,27315.4,9855.99,38696.7,68226,140.414,350.431,626.263
2581.73,6067.46,9852.64,15070.4,40519.8,68531.1,2.50185e+09,1.58755e+10,2.60792e+10,132335,809429,1.89258e+06,210.002,441.581,906.848,-7.45458,-13.2857,-19.0832,3.14885,6.64758,10.1463,132.141,293.838,451.9,136.128,357.119,515.06,-2495.37,-2683.14,-3563.32,-1304.55,-2195.75,-2474.36,3.02832,7.45169,10.6267,-2.79184,-4.7936,-5.23047,-4.86272,-10.2657,-15.6688,3.5355e+08,9.46346e+08,4.35514e+09,6493.29,11869.2,15288.1,6708.21,36852.5,68223.3,189.768,419.071,682.605
2984.33,6461.19,10212.4,13616.3,34936.4,64054.3,6.56802e+09,1.89671e+10,2.70844e+10,153161,711350,1.76582e+06,98.562,380.851,754.948,-7.30454,-12.1305,-19.448,3.14885,6.64758,10.1463,125.428,281.568,373.701,151.733,341.671,545.471,-1848.7,-2384.7,-3535.69,-920.771,-1592.96,-2762.33,3.2618,5.91611,11.2097,-2.39339,-5.0756,-5.88856,-4.86272,-10.2657,-15.6688,1.74524e+08,1.82882e+09,3.15921e+09,2192.6,13403.4,20713.3,7660.67,43483.8,51836.7,138.358,411.08,738.069
