-150.19,158.946,496.127,68.3649,301.694,-417.171,256.912,502.208,507.321,263.022
-194.749,-436.257,272.095,483.966,487.639,-473.298,76.6285,-392.505,22.3849,-178.81
105.98,-477.139,263.83,71.4412,30.2912,-428.634,-373.376,145.4,379.334,298.704
23.0508,-390.85,167.009,-171.118,-397.766,27.3807,-365.62,-418.573,254.918,-249.732
-501.282,315.042,-411.082,-173.546,-356.832,-401.857,-452.625,-173.615,451.788,-52.6836
-447.697,280.516,-60.6514,104.189,71.4922,-222.606,325.364,509.639,-232.844,4.37452
318.614,492.935,379.965,-160.408,-156.834,-370.358,-407.83,-270.701,-176.984,-404.317
-187.819,-410.91,-220.935,-255.418,340.885,-479.64,-421.291,-361.386,503.492,-163.182
-114.723,-150.277,-189.284,-434.9,486.293,-188.683,257.323,-216.573,506.342,-264.095
-385.437,-42.6977,-202.459,-98.9896,-457.231,-397.886,-226.13,-388.497,-368.4,-360.965
-61.1006,340.737,27.1997,504.991,20.8773,-458.555,283.366,-390.657,-27.7204,-376.817
269.859,349.758,-339.648,282.556,-7.78088,75.4059,-390.488,-386.099,-417.1,-260.288
-482.56,363.998,-450.157,-442.361,288.137,93.6136,281.051,-371.451,506.873,94.5577
-82.3394,246.721,14.1726,-68.2025,69.3176,-255.231,310.27,322.567,-444.483,511.019
-387.841,-404.925,22.2712,-87.8235,283.003,364.976,125.766,-469.253,-192.718,-75.2138
-254.684,323.161,292.525,-78.4794,13.0625,-139.958,29.1596,-428.558,305.637,-479.745
55.2559,492.982,506.058,-420.541,-221.365,-388.071,-226.243,-411.884,-5.596,-378.41
290.104,122.925,-486.292,-60.0582,-219.989,372.539,-264.853,506.542,138.814,-181.128
-176.401,-468.214,-404.262,-184.641,-406.325,182.748,95.001,-448.846,301.259,390.815
128.218,-253.501,319.776,-123.379,141.517,368.606,-187.267,-454.524,-425.819,-404.719
146.569,-83.7251,29.7092,-423.356,-443.397,116.569,-112.989,94.1896,-270.397,-338.706
-422.06,25.0292,338.346,43.9596,-455.801,281.085,-424.874,-216.156,-2.88106,-277.31
451.286,296.722,-181.299,338.129,-411.934,264.461,-445.175,273.929,295.759,-74.6775
-51.291,-182.856,-272.382,39.2629,-466.149,-407.099,329.417,163.728,-420.318,-157.634
109.42,-427.163,364.974,161.741,-390.717,-436.203,-108.177,-76.655,327.648,265.376
-385.878,339.569,-426.952,-443.693,210.421,-492.07,-443.224,-218.512,295.966,-176.045
316.304,-265.738,462.888,110.239,52.2799,-368.391,-172.442,-191.179,-422.642,-465.569
-187.586,-428.67,-20.5583,-138.46,-424.668,-397.434,-61.6488,-383.432,110.376,-17.2059
-83.9455,-363.151,-449.364,-87.6997,-6.91845,285.715,75.164,89.191,-456.153,103.547
-378.685,27.1128,-336.266,-388.772,500.077,-16.6764,-61.3681,-413.597,-428.061,165.065
0,0,0,0,0,0,0,0,0,0
-11.0258,-44.4191,27.1336,20.1824,-5.48022,11.45,-9.7686,-84.4742,81.5175,53.2589
83.2284,11.9986,58.5053,19.9881,26.2315,32.5548,39.4712,1.71207,-18.1929,1.95319
87.7676,-14.2519,-24.4572,77.9913,60.2377,-20.5679,12.0295,28.944,-12.6724,35.2025
20.8487,-85.1235,-42.0339,55.137,47.7917,-23.1653,-31.2841,-70.8554,-7.89552,-32.4582
-44.9679,60.4887,16.4899,-46.937,-26.2269,-14.2196,42.0489,-53.1605,-59.8383,-17.6619
-31.6833,53.1374,8.01365,37.3147,83.4826,-26.6505,1.56857,57.0871,-10.9751,-13.0099
42.086,26.8756,9.49228,18.8775,56.3581,3.86249,-56.9523,-2.93148,-44.3592,79.7365
-7.05006,-43.5556,-59.7788,28.3228,28.2263,10.9316,9.994,-21.1086,-27.1538,-15.8303
22.9779,45.9402,-81.6566,6.86654,-7.50492,-3.38432,-4.78614,84.0752,44.5045,38.3288
33.5911,44.2982,-40.1941,-8.47688,-75.1706,39.7972,-33.9911,26.0609,-68.7295,80.5763
-11.3405,-9.58805,-62.1603,50.1952,-38.1909,19.3035,85.8724,40.7631,26.0905,2.38694
-23.0982,-37.5189,-77.1694,7.00046,59.4083,-42.9371,-34.0756,-16.6549,76.6884,19.4152
26.6421,11.8604,61.0602,29.6673,-62.2585,28.1014,-46.8494,9.01163,-36.3877,27.4531
44.7239,57.5214,-13.0207,-49.8671,-40.7143,43.741,-38.1559,25.6052,22.7549,-54.7025
8.12821,-75.0187,-47.8414,10.9284,14.6021,10.4852,-10.0105,38.0874,42.4309,-13.3751
-0.647313,15.258,-24.7854,-37.994,-52.1421,61.6872,-16.291,8.8016,50.7235,-35.4865
38.8554,-2.42903,-3.94107,-68.9803,-58.2358,19.2284,38.5295,-15.6379,-18.702,8.87627
-6.58095,-72.7757,17.9255,-19.5737,-14.7228,6.77956,13.2816,-49.8628,19.6145,-20.4042
