3.712,1.942,3.183
0.958,1.449,2.789
0.889,1.806,2.84
1.007,2.533,3.001
1.179,2.57,3.57
1.674,2.845,4.237
1.413,2.687,4.197
1.547,2.698,4.025
1.596,3.358,5.062
1.315,2.61,4.032
1.845,4.244,5.781
1.385,2.952,4.974
1.888,3.673,6.174
1.22,2.431,3.978
1.349,2.631,3.805
1.456,3.434,4.472
0.769,1.464,2.561
1.019,1.81,2.727
