9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9404,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9315.41,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14,9278.14
18409.7,3903.68,1681.67,630.973,302.834,184.823,104.014,49.0452,16.212,10.1511,6.73897,1.66507,1.66507,0.816193,0.438623,0.220661,0.0798952,0.0511784,0.036172,0.0190727,0.00478362,0.0105582,0.00474383,0.00382918,0.00203604,0.000289164,0.000603666,0.000542407,0.000307407,8.56319e-05,6.54081e-05,0.000152209,6.35259e-05,4.8054e-05,0.000124141,6.35191e-05,4.72917e-05,6.61339e-05,6.11963e-05,8.39264e-06,2.88969e-05,4.00753e-05,1.99753e-06,9.74494e-06,4.20949e-06,2.56614e-06,2.17634e-06,2.87469e-07,2.01187e-07,1.39746e-06,4.45092e-07,1.42276e-06,8.07671e-07,1.0352e-07,3.62174e-08,2.85073e-07,5.70737e-08,1.55872e-08,1.62531e-07,8.92997e-08,4.94572e-08,2.51017e-08,1.13792e-07,3.11006e-08,3.21856e-08,1.09097e-07,2.23086e-08,3.43723e-09,1.45059e-08,2.42101e-08,4.22739e-09,8.44297e-09,6.72893e-09,1.3315e-08,2.59188e-09,1.2468e-08,1.62426e-09,3.83593e-09,3.86931e-11,3.30864e-09,9.14335e-10,2.27869e-09,1.26607e-09,1.90843e-10,5.48284e-10,5.0653e-10,2.70742e-10,1.25956e-10,4.26576e-10,7.53202e-11,3.09764e-10,1.5187e-12,2.24959e-10,1.84793e-10,1.5448e-11,4.72989e-11,4.55908e-11,2.60092e-11,4.6647e-11,7.76985e-11
1.6399e+09,1.72272e+08,2.3702e+07,6.63101e+06,422716,422716,51173.3,31830.6,5099.56,2274.54,750.558,275.505,177.865,100.339,47.0704,47.0704,37.037,34.3593,30.8663,28.9214,28.9214,28.6287,27.3049,26.8946,26.8946,26.8946,26.8946,26.8946,26.8946,26.7465,26.7465,26.7387,26.6536,26.6536,26.6536,26.6536,26.2473,26.2473,26.2473,26.2473,26.2473,26.2473,26.2473,26.2473,26.2473,26.2473,26.2473,26.2148,25.7525,25.7525,25.7525,25.7525,25.7525,25.7525,25.7525,25.7525,25.7525,25.7525,25.6617,25.6617,25.6617,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.6595,25.4571,25.4571,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2772,25.2419,25.2419
257713,81903.6,44650.4,13746.1,-4999.46,-11719.7,-54237.4,-64027.6,-73481.9,-78771.2,-78771.2,-82956.4,-82956.4,-83634.6,-83634.6,-83634.6,-86641.5,-87065.9,-87092.1,-87092.1,-88356.3,-88659.6,-88659.6,-88659.6,-88944.8,-88944.8,-89226.4,-89540.2,-89721.7,-89721.7,-89721.7,-89941.4,-89941.4,-89941.4,-89941.4,-89941.4,-89941.4,-89941.4,-89976.1,-89976.1,-89976.1,-89984.7,-89984.7,-89984.7,-89987.9,-89990.7,-89990.7,-89996.1,-89998.5,-89998.8,-89999.4,-89999.6,-89999.7,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9,-89999.9
124821,173989,199604,218005,226294,231765,235495,242126,253990,270377,273754,276846,280237,281965,284214,286470,288172,290257,291618,294232,299482,309255,319269,331235,335864,342549,349805,354442,359732,366374,377355,387689,399448,404130,411043,419093,427697,440717,446441,451458,455236,457607,459696,461375,464493,468177,470023,474289,476347,479880,485497,492033,500856,509652,517346,527828,534666,545346,556314,571867,583577,595598,601069,608890,617110,625877,633732,640758,650021,657691,663784,668296,671360,674464,682598,692794,704790,710806,722699,728390,738446,746021,755988,762108,771968,786142,804094,824079,829607,835206,842110,850583,855056,857677,866928,879844,895989,912098,917519,923723
-21.1381,-22.7264,-22.7264,-23.3604,-23.848,-23.848,-23.848,-24.3249,-24.3249,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.3335,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.5419,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-24.8035,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687,-25.5687
10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463,10.1463
225.648,109.192,62.656,33.9085,8.25128,-0.0914109,-1.64555,-1.64555,-1.64555,-1.75851,-4.18172,-5.29637,-5.29637,-6.87672,-6.87672,-6.87672,-6.87672,-6.87672,-6.87672,-6.87672,-8.57232,-8.57232,-8.57232,-8.57232,-8.57232,-8.57232,-8.57232,-8.57232,-8.57232,-8.57232,-8.98433,-8.98433,-8.98433,-8.98433,-8.98433,-8.98433,-10.2876,-10.7405,-10.7405,-10.7405,-10.9635,-10.9635,-10.9635,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448,-11.7448
442.423,338.285,238.057,173.488,123.928,95.9486,72.9598,46.9695,26.4497,18.3288,15.1077,12.9197,11.9229,10.7858,5.40126,4.9116,4.1132,3.30273,2.23795,1.17217,0.842727,0.660462,0.371806,0.150618,0.139101,0.140006,0.10599,0.0436635,0.0354365,0.0649829,0.0348004,0.0258946,0.0359704,0.0361593,0.00925363,0.0100183,0.00871584,0.00858005,0.0072764,0.00230899,0.0038048,0.0030767,0.0040169,0.00374258,0.00403208,0.00250044,0.00241822,0.00309939,0.00211749,0.00217341,0.00119627,0.00131946,0.00108127,0.00183297,0.00102586,0.00137433,0.00132749,0.000630984,0.000886931,0.000811576,0.000627533,0.000644244,0.000547621,0.000405554,0.000167327,0.000278215,0.000213677,0.000269219,0.000216709,0.000186825,0.000135335,8.6001e-05,8.41849e-05,9.8148e-05,9.07234e-05,7.23263e-05,8.02019e-05,7.15702e-05,3.8571e-05,3.42384e-05,3.30527e-05,3.13024e-05,3.02271e-05,3.30573e-05,1.153e-05,1.45223e-05,1.50857e-05,1.86671e-05,1.27882e-05,2.54728e-05,1.64742e-05,1.29901e-05,1.22408e-05,1.31297e-05,6.74732e-06,8.22762e-06,1.02203e-05,2.49081e-06,1.65482e-05,6.64481e-06
-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4155.76,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86,-4597.86
